Word,Start,End,Length,UtteranceName,Speaker,Filename,Global_start,Global_end
the,0.455,0.52,0.065,41_Adult2_AA-BO-CM,Adult2,AA-BO-CM,436.455,436.52
In,0.35,0.455,0.10500000000000004,41_Adult2_AA-BO-CM,Adult2,AA-BO-CM,436.35,436.455
fonction,1.63,1.99,0.3600000000000001,41_Adult1_AA-XA-EH,Adult1,AA-XA-EH,317.63,317.99
même,1.42,1.58,0.16000000000000014,41_Adult1_AA-XA-EH,Adult1,AA-XA-EH,317.42,317.58
la,1.27,1.42,0.1499999999999999,41_Adult1_AA-XA-EH,Adult1,AA-XA-EH,317.27,317.42
sert,1.02,1.27,0.25,41_Adult1_AA-XA-EH,Adult1,AA-XA-EH,317.02,317.27
ça,0.87,1.02,0.15000000000000002,41_Adult1_AA-XA-EH,Adult1,AA-XA-EH,316.87,317.02
Ouais,0.53,0.65,0.12,41_Adult1_AA-XA-EH,Adult1,AA-XA-EH,316.53,316.65
oui,2.36,2.49,0.13000000000000034,41_Adult1_AA-ML-MP,Adult1,AA-ML-MP,423.36,423.49
oui,1.5,1.67,0.16999999999999993,41_Adult1_AA-ML-MP,Adult1,AA-ML-MP,422.5,422.67
humain,1.11,1.5,0.3899999999999999,41_Adult1_AA-ML-MP,Adult1,AA-ML-MP,422.11,422.5
un,0.92,1.11,0.19000000000000006,41_Adult1_AA-ML-MP,Adult1,AA-ML-MP,421.92,422.11
par,0.77,0.92,0.15000000000000002,41_Adult1_AA-ML-MP,Adult1,AA-ML-MP,421.77,421.92
Construit,0.44,0.77,0.33,41_Adult1_AA-ML-MP,Adult1,AA-ML-MP,421.44,421.77
vivant,2.58,2.99,0.41000000000000014,41_Adult1_AA-MJ-CJ,Adult1,AA-MJ-CJ,362.58,362.99
c'est,2.48,2.58,0.10000000000000009,41_Adult1_AA-MJ-CJ,Adult1,AA-MJ-CJ,362.48,362.58
que,2.23,2.48,0.25,41_Adult1_AA-MJ-CJ,Adult1,AA-MJ-CJ,362.23,362.48
Est-ce,1.19,1.3,0.1100000000000001,41_Adult1_AA-MJ-CJ,Adult1,AA-MJ-CJ,361.19,361.3
Ouais,1.92,2.05,0.1299999999999999,41_Adult1_AA-MG-CH,Adult1,AA-MG-CH,428.92,429.05
Quotidien,0.56,1.12,0.56,41_Adult1_AA-LD-BF,Adult1,AA-LD-BF,226.56,227.12
non,9.09,9.2,0.10999999999999943,41_Adult1_AA-JL-AZ,Adult1,AA-JL-AZ,205.09,205.2
Mais,8.97,9.09,0.11999999999999922,41_Adult1_AA-JL-AZ,Adult1,AA-JL-AZ,204.97,205.09
partie,8.63,8.97,0.33999999999999986,41_Adult1_AA-JL-AZ,Adult1,AA-JL-AZ,204.63,204.97
la,8.57,8.63,0.0600000000000005,41_Adult1_AA-JL-AZ,Adult1,AA-JL-AZ,204.57,204.63
dans,8.44,8.57,0.13000000000000078,41_Adult1_AA-JL-AZ,Adult1,AA-JL-AZ,204.44,204.57
aussi,8.09,8.38,0.2900000000000009,41_Adult1_AA-JL-AZ,Adult1,AA-JL-AZ,204.09,204.38
ici,7.66,8.09,0.4299999999999997,41_Adult1_AA-JL-AZ,Adult1,AA-JL-AZ,203.66,204.09
a,7.23,7.26,0.02999999999999936,41_Adult1_AA-JL-AZ,Adult1,AA-JL-AZ,203.23,203.26
y'en,6.65,6.89,0.23999999999999932,41_Adult1_AA-JL-AZ,Adult1,AA-JL-AZ,202.65,202.89
moi,5.98,6.07,0.08999999999999986,41_Adult1_AA-JL-AZ,Adult1,AA-JL-AZ,201.98,202.07
et,5.87,5.98,0.11000000000000032,41_Adult1_AA-JL-AZ,Adult1,AA-JL-AZ,201.87,201.98
cabanin,5.42,5.7,0.28000000000000025,41_Adult1_AA-JL-AZ,Adult1,AA-JL-AZ,201.42,201.7
le,5.39,5.42,0.03000000000000025,41_Adult1_AA-JL-AZ,Adult1,AA-JL-AZ,201.39,201.42
dans,5.32,5.39,0.0699999999999994,41_Adult1_AA-JL-AZ,Adult1,AA-JL-AZ,201.32,201.39
es,4.82,4.85,0.02999999999999936,41_Adult1_AA-JL-AZ,Adult1,AA-JL-AZ,200.82,200.85
tu,4.69,4.82,0.1299999999999999,41_Adult1_AA-JL-AZ,Adult1,AA-JL-AZ,200.69,200.82
où,4.31,4.34,0.03000000000000025,41_Adult1_AA-JL-AZ,Adult1,AA-JL-AZ,200.31,200.34
là,4.01,4.09,0.08000000000000007,41_Adult1_AA-JL-AZ,Adult1,AA-JL-AZ,200.01,200.09
a,3.66,4.01,0.34999999999999964,41_Adult1_AA-JL-AZ,Adult1,AA-JL-AZ,199.66,200.01
t'en,3.42,3.66,0.2400000000000002,41_Adult1_AA-JL-AZ,Adult1,AA-JL-AZ,199.42,199.66
a,2.4,2.43,0.03000000000000025,41_Adult1_AA-JL-AZ,Adult1,AA-JL-AZ,198.4,198.43
t'en,1.58,1.88,0.2999999999999998,41_Adult1_AA-JL-AZ,Adult1,AA-JL-AZ,197.58,197.88
Euh,1.55,1.58,0.030000000000000027,41_Adult1_AA-JL-AZ,Adult1,AA-JL-AZ,197.55,197.58
non,0.74,1.11,0.3700000000000001,41_Adult1_AA-JL-AZ,Adult1,AA-JL-AZ,196.74,197.11
non,0.48,0.65,0.17000000000000004,41_Adult1_AA-JL-AZ,Adult1,AA-JL-AZ,196.48,196.65
non,0.24,0.48,0.24,41_Adult1_AA-JL-AZ,Adult1,AA-JL-AZ,196.24,196.48
Euh,0.1,0.14,0.04000000000000001,41_Adult1_AA-JL-AZ,Adult1,AA-JL-AZ,196.1,196.14
pas,6.51,6.78,0.27000000000000046,41_Adult1_AA-AN-DL,Adult1,AA-AN-DL,347.51,347.78
appartient,5.03,5.45,0.41999999999999993,41_Adult1_AA-AN-DL,Adult1,AA-AN-DL,346.03,346.45
nous,3.96,4.93,0.9699999999999998,41_Adult1_AA-AN-DL,Adult1,AA-AN-DL,344.96,345.93
ça,3.04,3.36,0.31999999999999984,41_Adult1_AA-AN-DL,Adult1,AA-AN-DL,344.04,344.36
Non,0.08,1.07,0.9900000000000001,41_Adult1_AA-AN-DL,Adult1,AA-AN-DL,341.08,342.07
Non,2.49,3.0,0.5099999999999998,40_Parent_CA-XA-LA,Parent,CA-XA-LA,332.49,333.0
visser,6.39,6.98,0.5900000000000007,40_Parent_CA-MD-GD,Parent,CA-MD-GD,268.39,268.98
eh,6.34,6.39,0.04999999999999982,40_Parent_CA-MD-GD,Parent,CA-MD-GD,268.34,268.39
à,6.31,6.34,0.03000000000000025,40_Parent_CA-MD-GD,Parent,CA-MD-GD,268.31,268.34
sert,5.28,6.31,1.0299999999999994,40_Parent_CA-MD-GD,Parent,CA-MD-GD,267.28,268.31
ça,3.9,5.28,1.3800000000000003,40_Parent_CA-MD-GD,Parent,CA-MD-GD,265.9,267.28
uh,3.68,3.9,0.21999999999999975,40_Parent_CA-MD-GD,Parent,CA-MD-GD,265.68,265.9
que,2.39,3.68,1.29,40_Parent_CA-MD-GD,Parent,CA-MD-GD,264.39,265.68
Est-ce,1.25,2.24,0.9900000000000002,40_Parent_CA-MD-GD,Parent,CA-MD-GD,263.25,264.24
bricoler,0.2,0.72,0.52,40_Parent_CA-MD-GD,Parent,CA-MD-GD,262.2,262.72
Pour,0.05,0.2,0.15000000000000002,40_Parent_CA-MD-GD,Parent,CA-MD-GD,262.05,262.2
sortir,7.96,8.42,0.45999999999999996,40_Parent_CA-MB-LB,Parent,CA-MB-LB,377.96,378.42
peux,7.59,7.96,0.3700000000000001,40_Parent_CA-MB-LB,Parent,CA-MB-LB,377.59,377.96
je,6.66,7.11,0.4500000000000002,40_Parent_CA-MB-LB,Parent,CA-MB-LB,376.66,377.11
que,6.34,6.47,0.1299999999999999,40_Parent_CA-MB-LB,Parent,CA-MB-LB,376.34,376.47
bouge,6.08,6.34,0.2599999999999998,40_Parent_CA-MB-LB,Parent,CA-MB-LB,376.08,376.34
se,4.6,4.83,0.23000000000000043,40_Parent_CA-MB-LB,Parent,CA-MB-LB,374.6,374.83
qui,4.34,4.6,0.2599999999999998,40_Parent_CA-MB-LB,Parent,CA-MB-LB,374.34,374.6
chose,3.71,3.99,0.28000000000000025,40_Parent_CA-MB-LB,Parent,CA-MB-LB,373.71,373.99
quelque,2.94,3.42,0.48,40_Parent_CA-MB-LB,Parent,CA-MB-LB,372.94,373.42
hein,2.47,2.8,0.3299999999999996,40_Parent_CA-MB-LB,Parent,CA-MB-LB,372.47,372.8
pas,0.93,1.46,0.5299999999999999,40_Parent_CA-MB-LB,Parent,CA-MB-LB,370.93,371.46
trouve,0.51,0.8,0.29000000000000004,40_Parent_CA-MB-LB,Parent,CA-MB-LB,370.51,370.8
je,0.24,0.32,0.08000000000000002,40_Parent_CA-MB-LB,Parent,CA-MB-LB,370.24,370.32
mais,0.14,0.24,0.09999999999999998,40_Parent_CA-MB-LB,Parent,CA-MB-LB,370.14,370.24
Non,0.05,0.14,0.09000000000000001,40_Parent_CA-MB-LB,Parent,CA-MB-LB,370.05,370.14
hein,3.06,3.28,0.21999999999999975,40_Parent_CA-LJ-MJ,Parent,CA-LJ-MJ,422.06,422.28
coup,2.81,3.06,0.25,40_Parent_CA-LJ-MJ,Parent,CA-LJ-MJ,421.81,422.06
du,2.66,2.81,0.1499999999999999,40_Parent_CA-LJ-MJ,Parent,CA-LJ-MJ,421.66,421.81
mot,2.43,2.66,0.22999999999999998,40_Parent_CA-LJ-MJ,Parent,CA-LJ-MJ,421.43,421.66
deuxième,2.07,2.43,0.3600000000000003,40_Parent_CA-LJ-MJ,Parent,CA-LJ-MJ,421.07,421.43
mon,1.93,2.07,0.1399999999999999,40_Parent_CA-LJ-MJ,Parent,CA-LJ-MJ,420.93,421.07
j'ai,1.84,1.93,0.08999999999999986,40_Parent_CA-LJ-MJ,Parent,CA-LJ-MJ,420.84,420.93
moi,1.71,1.84,0.13000000000000012,40_Parent_CA-LJ-MJ,Parent,CA-LJ-MJ,420.71,420.84
est,1.67,1.71,0.040000000000000036,40_Parent_CA-LJ-MJ,Parent,CA-LJ-MJ,420.67,420.71
y,1.56,1.67,0.10999999999999988,40_Parent_CA-LJ-MJ,Parent,CA-LJ-MJ,420.56,420.67
ça,1.41,1.56,0.15000000000000013,40_Parent_CA-LJ-MJ,Parent,CA-LJ-MJ,420.41,420.56
heu,1.23,1.41,0.17999999999999994,40_Parent_CA-LJ-MJ,Parent,CA-LJ-MJ,420.23,420.41
Alors,0.95,1.23,0.28,40_Parent_CA-LJ-MJ,Parent,CA-LJ-MJ,419.95,420.23
chouette,0.54,0.95,0.4099999999999999,40_Parent_CA-LJ-MJ,Parent,CA-LJ-MJ,419.54,419.95
c'est,0.39,0.54,0.15000000000000002,40_Parent_CA-LJ-MJ,Parent,CA-LJ-MJ,419.39,419.54
Ouais,0.1,0.39,0.29000000000000004,40_Parent_CA-LJ-MJ,Parent,CA-LJ-MJ,419.1,419.39
Non,0.96,1.12,0.16000000000000014,40_Parent_CA-JL-JT,Parent,CA-JL-JT,375.96,376.12
objet,3.23,3.52,0.29000000000000004,40_Parent_CA-FB-MG,Parent,CA-FB-MG,263.23,263.52
un,3.08,3.17,0.08999999999999986,40_Parent_CA-FB-MG,Parent,CA-FB-MG,263.08,263.17
c'est,3.02,3.08,0.06000000000000005,40_Parent_CA-FB-MG,Parent,CA-FB-MG,263.02,263.08
indice,2.57,3.02,0.4500000000000002,40_Parent_CA-FB-MG,Parent,CA-FB-MG,262.57,263.02
un,2.52,2.57,0.04999999999999982,40_Parent_CA-FB-MG,Parent,CA-FB-MG,262.52,262.57
donne,2.24,2.4,0.1599999999999997,40_Parent_CA-FB-MG,Parent,CA-FB-MG,262.24,262.4
te,2.18,2.24,0.06000000000000005,40_Parent_CA-FB-MG,Parent,CA-FB-MG,262.18,262.24
je,2.13,2.18,0.050000000000000266,40_Parent_CA-FB-MG,Parent,CA-FB-MG,262.13,262.18
Bon,1.98,2.13,0.1499999999999999,40_Parent_CA-FB-MG,Parent,CA-FB-MG,261.98,262.13
insecte,1.65,1.81,0.16000000000000014,40_Parent_CA-FB-MG,Parent,CA-FB-MG,261.65,261.81
un,1.55,1.65,0.09999999999999987,40_Parent_CA-FB-MG,Parent,CA-FB-MG,261.55,261.65
c'est,1.49,1.55,0.06000000000000005,40_Parent_CA-FB-MG,Parent,CA-FB-MG,261.49,261.55
insecte,1.275,1.49,0.21500000000000008,40_Parent_CA-FB-MG,Parent,CA-FB-MG,261.275,261.49
un,1.145,1.275,0.1299999999999999,40_Parent_CA-FB-MG,Parent,CA-FB-MG,261.145,261.275
c'est,1.07,1.145,0.07499999999999996,40_Parent_CA-FB-MG,Parent,CA-FB-MG,261.07,261.145
Non,0.94,1.07,0.13000000000000012,40_Parent_CA-FB-MG,Parent,CA-FB-MG,260.94,261.07
ready,5.4,5.74,0.33999999999999986,40_Parent_CA-BO-IO,Parent,CA-BO-IO,488.4,488.74
You,5.06,5.21,0.15000000000000036,40_Parent_CA-BO-IO,Parent,CA-BO-IO,488.06,488.21
Okay,4.81,5.06,0.25,40_Parent_CA-BO-IO,Parent,CA-BO-IO,487.81,488.06
one,4.59,4.81,0.21999999999999975,40_Parent_CA-BO-IO,Parent,CA-BO-IO,487.59,487.81
another,3.91,4.59,0.6799999999999997,40_Parent_CA-BO-IO,Parent,CA-BO-IO,486.91,487.59
have,3.56,3.73,0.16999999999999993,40_Parent_CA-BO-IO,Parent,CA-BO-IO,486.56,486.73
I,3.52,3.56,0.040000000000000036,40_Parent_CA-BO-IO,Parent,CA-BO-IO,486.52,486.56
Uh,2.975,3.52,0.5449999999999999,40_Parent_CA-BO-IO,Parent,CA-BO-IO,485.975,486.52
right,2.48,2.975,0.4950000000000001,40_Parent_CA-BO-IO,Parent,CA-BO-IO,485.48,485.975
All,2.34,2.48,0.14000000000000012,40_Parent_CA-BO-IO,Parent,CA-BO-IO,485.34,485.48
cool,1.17,1.69,0.52,40_Parent_CA-BO-IO,Parent,CA-BO-IO,484.17,484.69
Okay,0.87,1.17,0.29999999999999993,40_Parent_CA-BO-IO,Parent,CA-BO-IO,483.87,484.17
alien,0.31,0.87,0.56,40_Parent_CA-BO-IO,Parent,CA-BO-IO,483.31,483.87
an,0.27,0.31,0.03999999999999998,40_Parent_CA-BO-IO,Parent,CA-BO-IO,483.27,483.31
It's,0.04,0.2,0.16,40_Parent_CA-BO-IO,Parent,CA-BO-IO,483.04,483.2
vivant,6.68,7.3,0.6200000000000001,40_Parent_CA-AN-ZN,Parent,CA-AN-ZN,396.68,397.3
c'est,5.96,6.68,0.7199999999999998,40_Parent_CA-AN-ZN,Parent,CA-AN-ZN,395.96,396.68
que,5.4,5.96,0.5599999999999996,40_Parent_CA-AN-ZN,Parent,CA-AN-ZN,395.4,395.96
est-ce,5.07,5.4,0.33000000000000007,40_Parent_CA-AN-ZN,Parent,CA-AN-ZN,395.07,395.4
Alors,3.63,4.24,0.6100000000000003,40_Parent_CA-AN-ZN,Parent,CA-AN-ZN,393.63,394.24
mange,7.16,7.57,0.41000000000000014,40_Child_CA-RL-ML,Child,CA-RL-ML,409.16,409.57
se,7.04,7.16,0.1200000000000001,40_Child_CA-RL-ML,Child,CA-RL-ML,409.04,409.16
il,6.89,7.04,0.15000000000000036,40_Child_CA-RL-ML,Child,CA-RL-ML,408.89,409.04
fruit,6.59,6.89,0.2999999999999998,40_Child_CA-RL-ML,Child,CA-RL-ML,408.59,408.89
le,6.45,6.59,0.13999999999999968,40_Child_CA-RL-ML,Child,CA-RL-ML,408.45,408.59
coup,6.32,6.45,0.1299999999999999,40_Child_CA-RL-ML,Child,CA-RL-ML,408.32,408.45
du,6.19,6.32,0.1299999999999999,40_Child_CA-RL-ML,Child,CA-RL-ML,408.19,408.32
que,5.88,6.02,0.13999999999999968,40_Child_CA-RL-ML,Child,CA-RL-ML,407.88,408.02
Est-ce,4.96,5.33,0.3700000000000001,40_Child_CA-RL-ML,Child,CA-RL-ML,406.96,407.33
petit,4.47,4.68,0.20999999999999996,40_Child_CA-RL-ML,Child,CA-RL-ML,406.47,406.68
c'est,3.99,4.36,0.3700000000000001,40_Child_CA-RL-ML,Child,CA-RL-ML,405.99,406.36
Donc,3.66,3.94,0.2799999999999998,40_Child_CA-RL-ML,Child,CA-RL-ML,405.66,405.94
euhm,2.58,2.82,0.23999999999999977,40_Child_CA-RL-ML,Child,CA-RL-ML,404.58,404.82
Alors,1.93,2.58,0.6500000000000001,40_Child_CA-RL-ML,Child,CA-RL-ML,403.93,404.58
ok,0.75,1.19,0.43999999999999995,40_Child_CA-RL-ML,Child,CA-RL-ML,402.75,403.19
Ah,0.59,0.62,0.030000000000000027,40_Child_CA-RL-ML,Child,CA-RL-ML,402.59,402.62
Oui,5.0,5.1,0.09999999999999964,40_Child_CA-LD-GD,Child,CA-LD-GD,419.0,419.1
idée,12.06,12.44,0.379999999999999,40_Adult2_AA-LA-AN,Adult2,AA-LA-AN,365.06,365.44
une,11.92,12.06,0.14000000000000057,40_Adult2_AA-LA-AN,Adult2,AA-LA-AN,364.92,365.06
ou,11.56,11.82,0.2599999999999998,40_Adult2_AA-LA-AN,Adult2,AA-LA-AN,364.56,364.82
sentiment,10.19,11.31,1.120000000000001,40_Adult2_AA-LA-AN,Adult2,AA-LA-AN,363.19,364.31
un,9.15,9.99,0.8399999999999999,40_Adult2_AA-LA-AN,Adult2,AA-LA-AN,362.15,362.99
uh,8.01,8.47,0.46000000000000085,40_Adult2_AA-LA-AN,Adult2,AA-LA-AN,361.01,361.47
quoi,6.45,6.63,0.17999999999999972,40_Adult2_AA-LA-AN,Adult2,AA-LA-AN,359.45,359.63
difficile,3.94,5.9,1.9600000000000004,40_Adult2_AA-LA-AN,Adult2,AA-LA-AN,356.94,358.9
plus,2.95,3.47,0.52,40_Adult2_AA-LA-AN,Adult2,AA-LA-AN,355.95,356.47
plutôt,1.3,2.17,0.8699999999999999,40_Adult2_AA-LA-AN,Adult2,AA-LA-AN,354.3,355.17
c'est,1.12,1.3,0.17999999999999994,40_Adult2_AA-LA-AN,Adult2,AA-LA-AN,354.12,354.3
ben,0.9,1.12,0.22000000000000008,40_Adult2_AA-LA-AN,Adult2,AA-LA-AN,353.9,354.12
Oh,0.43,0.46,0.030000000000000027,40_Adult2_AA-LA-AN,Adult2,AA-LA-AN,353.43,353.46
phénomène,1.58,2.21,0.6299999999999999,40_Adult2_AA-GD-DD,Adult2,AA-GD-DD,448.58,449.21
un,1.26,1.4,0.1399999999999999,40_Adult2_AA-GD-DD,Adult2,AA-GD-DD,448.26,448.4
c'est,1.11,1.26,0.1499999999999999,40_Adult2_AA-GD-DD,Adult2,AA-GD-DD,448.11,448.26
que,1.08,1.11,0.030000000000000027,40_Adult2_AA-GD-DD,Adult2,AA-GD-DD,448.08,448.11
Est-ce,1.02,1.08,0.06000000000000005,40_Adult2_AA-GD-DD,Adult2,AA-GD-DD,448.02,448.08
outside,4.68,4.86,0.1800000000000006,40_Adult2_AA-BO-CM,Adult2,AA-BO-CM,435.68,435.86
said,2.3,2.42,0.1200000000000001,40_Adult2_AA-BO-CM,Adult2,AA-BO-CM,433.3,433.42
I,1.44,2.3,0.8599999999999999,40_Adult2_AA-BO-CM,Adult2,AA-BO-CM,432.44,433.3
no,0.73,0.88,0.15000000000000002,40_Adult2_AA-BO-CM,Adult2,AA-BO-CM,431.73,431.88
no,0.53,0.73,0.19999999999999996,40_Adult2_AA-BO-CM,Adult2,AA-BO-CM,431.53,431.73
No,0.4,0.53,0.13,40_Adult2_AA-BO-CM,Adult2,AA-BO-CM,431.4,431.53
nécessairement,6.01,6.51,0.5,40_Adult1_AA-XA-EH,Adult1,AA-XA-EH,310.01,310.51
pas,5.88,6.01,0.1299999999999999,40_Adult1_AA-XA-EH,Adult1,AA-XA-EH,309.88,310.01
mécanique,4.99,5.4,0.41000000000000014,40_Adult1_AA-XA-EH,Adult1,AA-XA-EH,308.99,309.4
c'est,4.9,4.99,0.08999999999999986,40_Adult1_AA-XA-EH,Adult1,AA-XA-EH,308.9,308.99
lorsque,4.58,4.9,0.3200000000000003,40_Adult1_AA-XA-EH,Adult1,AA-XA-EH,308.58,308.9
Et,4.48,4.58,0.09999999999999964,40_Adult1_AA-XA-EH,Adult1,AA-XA-EH,308.48,308.58
c'est,3.96,4.11,0.15000000000000036,40_Adult1_AA-XA-EH,Adult1,AA-XA-EH,307.96,308.11
Lorsque,3.7,3.96,0.2599999999999998,40_Adult1_AA-XA-EH,Adult1,AA-XA-EH,307.7,307.96
oui,2.35,2.54,0.18999999999999995,40_Adult1_AA-XA-EH,Adult1,AA-XA-EH,306.35,306.54
électronique,1.87,2.35,0.48,40_Adult1_AA-XA-EH,Adult1,AA-XA-EH,305.87,306.35
c'est,0.97,1.87,0.9000000000000001,40_Adult1_AA-XA-EH,Adult1,AA-XA-EH,304.97,305.87
lorsque,0.51,0.68,0.17000000000000004,40_Adult1_AA-XA-EH,Adult1,AA-XA-EH,304.51,304.68
Euh,0.28,0.32,0.03999999999999998,40_Adult1_AA-XA-EH,Adult1,AA-XA-EH,304.28,304.32
cas,12.73,13.46,0.7300000000000004,40_Adult1_AA-ML-MP,Adult1,AA-ML-MP,415.73,416.46
tout,10.38,10.72,0.33999999999999986,40_Adult1_AA-ML-MP,Adult1,AA-ML-MP,413.38,413.72
en,9.79,9.98,0.19000000000000128,40_Adult1_AA-ML-MP,Adult1,AA-ML-MP,412.79,412.98
maison,7.86,8.76,0.8999999999999995,40_Adult1_AA-ML-MP,Adult1,AA-ML-MP,410.86,411.76
une,6.47,6.91,0.4400000000000004,40_Adult1_AA-ML-MP,Adult1,AA-ML-MP,409.47,409.91
dans,3.82,4.27,0.44999999999999973,40_Adult1_AA-ML-MP,Adult1,AA-ML-MP,406.82,407.27
rentrer,2.99,3.82,0.8299999999999996,40_Adult1_AA-ML-MP,Adult1,AA-ML-MP,405.99,406.82
pour,2.78,2.99,0.2100000000000004,40_Adult1_AA-ML-MP,Adult1,AA-ML-MP,405.78,405.99
petit,2.585,2.78,0.19499999999999984,40_Adult1_AA-ML-MP,Adult1,AA-ML-MP,405.585,405.78
suffisamment,2.09,2.585,0.4950000000000001,40_Adult1_AA-ML-MP,Adult1,AA-ML-MP,405.09,405.585
c'est,1.76,2.09,0.32999999999999985,40_Adult1_AA-ML-MP,Adult1,AA-ML-MP,404.76,405.09
mais,1.68,1.76,0.08000000000000007,40_Adult1_AA-ML-MP,Adult1,AA-ML-MP,404.68,404.76
place,1.4,1.63,0.22999999999999998,40_Adult1_AA-ML-MP,Adult1,AA-ML-MP,404.4,404.63
sa,1.29,1.4,0.10999999999999988,40_Adult1_AA-ML-MP,Adult1,AA-ML-MP,404.29,404.4
vraiment,1.01,1.29,0.28,40_Adult1_AA-ML-MP,Adult1,AA-ML-MP,404.01,404.29
pas,0.95,1.01,0.06000000000000005,40_Adult1_AA-ML-MP,Adult1,AA-ML-MP,403.95,404.01
C'est,0.85,0.95,0.09999999999999998,40_Adult1_AA-ML-MP,Adult1,AA-ML-MP,403.85,403.95
toi,3.06,3.26,0.19999999999999973,40_Adult1_AA-MJ-CJ,Adult1,AA-MJ-CJ,354.06,354.26
A,3.01,3.06,0.050000000000000266,40_Adult1_AA-MJ-CJ,Adult1,AA-MJ-CJ,354.01,354.06
seule,1.93,2.2,0.27000000000000024,40_Adult1_AA-MJ-CJ,Adult1,AA-MJ-CJ,352.93,353.2
toute,1.65,1.88,0.22999999999999998,40_Adult1_AA-MJ-CJ,Adult1,AA-MJ-CJ,352.65,352.88
chaussette,1.145,1.65,0.5049999999999999,40_Adult1_AA-MJ-CJ,Adult1,AA-MJ-CJ,352.145,352.65
une,0.97,1.145,0.17500000000000004,40_Adult1_AA-MJ-CJ,Adult1,AA-MJ-CJ,351.97,352.145
Oh,0.8,0.84,0.039999999999999925,40_Adult1_AA-MJ-CJ,Adult1,AA-MJ-CJ,351.8,351.84
Non,1.3,1.54,0.24,40_Adult1_AA-MG-CH,Adult1,AA-MG-CH,426.3,426.54
physique,4.38,4.77,0.3899999999999997,40_Adult1_AA-LD-BF,Adult1,AA-LD-BF,223.38,223.77
objet,4.08,4.38,0.2999999999999998,40_Adult1_AA-LD-BF,Adult1,AA-LD-BF,223.08,223.38
un,3.83,4.08,0.25,40_Adult1_AA-LD-BF,Adult1,AA-LD-BF,222.83,223.08
c'est,3.62,3.75,0.1299999999999999,40_Adult1_AA-LD-BF,Adult1,AA-LD-BF,222.62,222.75
que,3.42,3.62,0.20000000000000018,40_Adult1_AA-LD-BF,Adult1,AA-LD-BF,222.42,222.62
est-ce,3.17,3.37,0.20000000000000018,40_Adult1_AA-LD-BF,Adult1,AA-LD-BF,222.17,222.37
mmm,2.35,3.02,0.6699999999999999,40_Adult1_AA-LD-BF,Adult1,AA-LD-BF,221.35,222.02
que,2.16,2.35,0.18999999999999995,40_Adult1_AA-LD-BF,Adult1,AA-LD-BF,221.16,221.35
Est-ce,1.14,1.48,0.3400000000000001,40_Adult1_AA-LD-BF,Adult1,AA-LD-BF,220.14,220.48
Non,1.7,1.86,0.16000000000000014,40_Adult1_AA-JL-AZ,Adult1,AA-JL-AZ,191.7,191.86
regarde,9.83,10.13,0.3000000000000007,40_Adult1_AA-AN-DL,Adult1,AA-AN-DL,336.83,337.13
se,1.9,2.08,0.18000000000000016,40_Adult1_AA-AN-DL,Adult1,AA-AN-DL,328.9,329.08
Ça,0.55,0.73,0.17999999999999994,40_Adult1_AA-AN-DL,Adult1,AA-AN-DL,327.55,327.73
accord,1.91,2.21,0.30000000000000004,3_Parent_CA-XA-LA,Parent,CA-XA-LA,45.91,46.21
D,0.11,0.28,0.17000000000000004,3_Parent_CA-XA-LA,Parent,CA-XA-LA,44.11,44.28
mot,2.95,3.09,0.13999999999999968,3_Parent_CA-MD-GD,Parent,CA-MD-GD,38.95,39.09
le,2.88,2.95,0.07000000000000028,3_Parent_CA-MD-GD,Parent,CA-MD-GD,38.88,38.95
choisi,2.6,2.88,0.2799999999999998,3_Parent_CA-MD-GD,Parent,CA-MD-GD,38.6,38.88
J'ai,2.4,2.6,0.20000000000000018,3_Parent_CA-MD-GD,Parent,CA-MD-GD,38.4,38.6
parti,1.36,2.29,0.9299999999999999,3_Parent_CA-MD-GD,Parent,CA-MD-GD,37.36,38.29
c'est,1.16,1.36,0.20000000000000018,3_Parent_CA-MD-GD,Parent,CA-MD-GD,37.16,37.36
Allez,0.37,0.79,0.42000000000000004,3_Parent_CA-MD-GD,Parent,CA-MD-GD,36.37,36.79
tranquille,2.84,3.34,0.5,3_Parent_CA-MB-LB,Parent,CA-MB-LB,49.84,50.34
jouer,2.69,2.84,0.1499999999999999,3_Parent_CA-MB-LB,Parent,CA-MB-LB,49.69,49.84
pour,2.51,2.69,0.18000000000000016,3_Parent_CA-MB-LB,Parent,CA-MB-LB,49.51,49.69
t-shirt,1.95,2.23,0.28,3_Parent_CA-MB-LB,Parent,CA-MB-LB,48.95,49.23
du,1.8,1.95,0.1499999999999999,3_Parent_CA-MB-LB,Parent,CA-MB-LB,48.8,48.95
mains,1.49,1.8,0.31000000000000005,3_Parent_CA-MB-LB,Parent,CA-MB-LB,48.49,48.8
tes,1.31,1.49,0.17999999999999994,3_Parent_CA-MB-LB,Parent,CA-MB-LB,48.31,48.49
enlever,1.06,1.31,0.25,3_Parent_CA-MB-LB,Parent,CA-MB-LB,48.06,48.31
peux,0.91,1.06,0.15000000000000002,3_Parent_CA-MB-LB,Parent,CA-MB-LB,47.91,48.06
Tu,0.44,0.47,0.02999999999999997,3_Parent_CA-MB-LB,Parent,CA-MB-LB,47.44,47.47
questions,25.66,26.0,0.33999999999999986,3_Parent_CA-LJ-MJ,Parent,CA-LJ-MJ,44.66,45.0
