,Global_start,Speaker,Speech rate,Phases,Roles,Word,smoothed
0,46.41,Child,4.5569620253164524,PREGAME,0,9,1.3423817116712837
1,8.282499999999999,Parent,4.930573629966667,PREGAME,0,17,2.2766742919250267
2,66.55,Child,3.047091412742383,GAME,SPEAKER1 ,30,1.40449351291352
3,53.565,Parent,3.786899258902708,GAME,SPEAKER1 ,75,2.4125580590411553
4,74.2,Child,1.0570824524312898,GAME,SPEAKER1 ,14,1.516726958480299
5,81.43,Parent,2.105263157894741,GAME,SPEAKER1 ,26,2.7442330175817844
6,89.64,Child,1.7761989342806386,GAME,SPEAKER1 ,23,1.7221424580134452
7,102.6,Parent,2.7707808564231744,GAME,SPEAKER1 ,7,3.253917013504311
8,114.0,Child,1.6441005802707924,GAME,SPEAKER1 ,11,1.795434747664574
9,120.24,Parent,6.896551724137951,GAME,SPEAKER1 ,4,3.4294643080107132
10,126.9,Child,0.5590062111801244,GAME,SPEAKER1 ,14,2.0553891586447595
11,132.74,Parent,1.2229539040451558,GAME,SPEAKER1 ,6,3.2770360003710794
12,143.35,Child,1.0101010101010095,GAME,SPEAKER1 ,11,2.09135528132382
13,154.29,Parent,2.985074626865664,GAME,SPEAKER1 ,3,3.071720324020239
14,160.1,Child,1.8487394957983183,GAME,SPEAKER1 ,7,2.1651255080263017
15,170.62,Parent,4.587155963302738,GAME,SPEAKER1 ,23,3.3106154341359546
16,172.2,Child,0.6596306068601572,GAME,SPEAKER1 ,9,2.128418715568624
17,178.22,Parent,1.5799256505576222,GAME,SPEAKER1 ,13,3.241699520578778
18,189.84,Child,6.896551724138121,GAME,SPEAKER1 ,12,2.0693046193151243
19,193.07,Parent,3.5587188612099614,GAME,SPEAKER1 ,5,2.619094156594102
20,199.14,Child,3.3707865168539306,GAME,SPEAKER1 ,7,2.51609867049019
21,200.89,Parent,1.939058171745145,GAME,SPEAKER1 ,14,2.580676276417545
22,203.16,Child,1.7210144927536244,GAME,SPEAKER1 ,4,2.465517506057813
23,216.24,Parent,4.255319148936181,GAME,SPEAKER1 ,9,2.572065815396242
24,221.04000000000002,Child,1.4458378021615372,GAME,SPEAKER1 ,4,2.542750277100498
25,229.0,Parent,2.1505376344085865,GAME,SPEAKER1 ,7,2.448482205574105
26,234.06,Child,1.1120737139892958,GAME,SPEAKER1 ,16,2.5879765059678883
27,249.75,Parent,1.293103448275866,GAME,SPEAKER1 ,2,2.574139730344812
28,251.93,Child,4.580152671755717,GAME,SPEAKER1 ,4,2.123625348213415
29,255.49,Parent,0.8771929824561407,GAME,SPEAKER1 ,4,3.2043675491847665
30,260.44,Child,0.5548705302096169,GAME,SPEAKER1 ,2,2.0493938133077267
31,272.1,Parent,2.907580477673937,GAME,SPEAKER1 ,4,3.7883352458642525
32,285.135,Child,2.543834435182485,GAME,SPEAKER1 ,5,2.052874030623783
33,298.43,Parent,3.4749034749035084,GAME,SPEAKER1 ,6,3.806233538814568
34,303.13,Child,1.0666666666666669,GAME,SPEAKER1 ,4,2.3123934531660595
35,304.5,Parent,2.7108433734939816,GAME,SPEAKER1 ,11,4.101889738661382
36,311.79,Child,2.717391304347863,GAME,SPEAKER2 ,6,2.608883907709255
37,315.17,Parent,9.230769230769551,GAME,SPEAKER2 ,21,4.457825775272706
38,324.12,Child,2.7027027027027386,GAME,SPEAKER2 ,2,2.6625659596519946
39,318.94,Parent,7.194767441860522,GAME,SPEAKER2 ,10,4.946822822339485
40,333.0,Child,1.7523364485981303,GAME,SPEAKER2 ,8,2.7703641747654735
41,327.54,Parent,4.416403785489016,GAME,SPEAKER2 ,4,5.044791114984646
42,346.88,Child,3.781512605042024,GAME,SPEAKER2 ,15,2.8306514323103547
43,337.11,Parent,4.81144343302991,GAME,SPEAKER2 ,2,5.146603791647619
44,359.68,Child,3.780487804878054,GAME,SPEAKER2 ,5,3.2152775678798906
45,349.77,Parent,4.496527777777788,GAME,SPEAKER2 ,5,5.3943669126427976
46,377.07,Child,5.063291139240375,GAME,SPEAKER2 ,10,3.023235310620237
47,368.98,Parent,5.278166406057147,GAME,SPEAKER2 ,5,4.715948109223962
48,388.83,Child,1.5250544662309262,GAME,SPEAKER2 ,11,3.511465476269748
49,380.15999999999997,Parent,3.789295111480388,GAME,SPEAKER2 ,12,4.580400923161203
50,395.1,Child,3.0864197530864117,GAME,SPEAKER2 ,28,3.486656091733021
51,390.45,Parent,4.391217564870267,GAME,SPEAKER2 ,8,4.380175956436569
52,400.22,Child,4.528301886792492,GAME,SPEAKER2 ,10,3.5065320289065736
53,406.19,Parent,4.940711462450591,GAME,SPEAKER2 ,24,4.142013818291393
54,417.09,Child,0.9890109890109864,GAME,SPEAKER2 ,30,3.8801286220153925
55,412.35,Parent,3.1250000000000298,GAME,SPEAKER2 ,15,4.117793817414016
56,427.67,Child,7.096774193548335,GAME,SPEAKER1 ,9,4.018615391332752
57,419.1,Parent,5.974842767295692,GAME,SPEAKER1 ,4,3.7115110635878463
58,435.56,Child,1.529051987767586,GAME,SPEAKER1 ,9,4.064914625397708
59,433.13,Parent,2.6143790849673185,GAME,SPEAKER1 ,17,3.5694183013173637
60,449.02,Child,3.960396039603996,GAME,SPEAKER1 ,4,5.138101101634319
61,438.76,Parent,2.667984189723319,GAME,SPEAKER1 ,19,3.523738516608176
62,460.85,Child,7.142857142857425,GAME,SPEAKER1 ,4,4.766509550330344
63,453.745,Parent,4.278547769881397,GAME,SPEAKER1 ,18,3.3331935154039893
64,467.33000000000004,Child,6.309672063096609,GAME,SPEAKER1 ,21,4.806769590590386
65,470.24,Parent,1.6216216216216184,GAME,SPEAKER1 ,11,3.532215861772699
66,475.93,Child,1.941747572815532,GAME,SPEAKER1 ,6,4.823392103706531
67,478.14,Parent,2.51046025104604,GAME,SPEAKER1 ,16,3.6190951939350304
68,480.42,Child,12.745098039215913,GAME,SPEAKER1 ,6,4.821847606749186
69,482.0,Parent,3.98009950248758,GAME,SPEAKER1 ,6,3.9822034001804947
70,495.96000000000004,Child,1.1839779250567104,GAME,SPEAKER1 ,18,4.4231600953181385
71,527.0,Parent,3.2258064516129146,GAME,SPEAKER1 ,23,4.161333561547165
72,539.7,Child,1.3513513513513762,GAME,SPEAKER1 ,4,3.8007421783796405
73,538.38,Parent,4.916201117318411,GAME,SPEAKER1 ,8,4.181971110925421
74,548.88,Child,7.24637681159363,GAME,SPEAKER1 ,13,3.338616130747653
75,551.21,Parent,6.7567567567566735,GAME,SPEAKER1 ,6,4.754105745560034
76,551.66,Child,1.5151515151514838,GAME,SPEAKER1 ,6,3.318780198363726
77,552.92,Parent,5.8823529411764985,GAME,SPEAKER1 ,5,4.554342281403162
78,556.32,Child,0.3722084367245682,GAME,SPEAKER1 ,8,2.3163697779307535
79,557.41,Parent,4.280155642023358,GAME,SPEAKER1 ,3,4.567622264629469
80,570.75,Child,1.5410958904109504,GAME,SPEAKER2 ,5,2.3079314797019217
81,574.0,Parent,4.464285714285696,GAME,SPEAKER2 ,8,4.955795724331688
82,587.0,Child,2.150537634408718,GAME,SPEAKER2 ,18,2.462195332595925
83,580.27,Parent,6.770833333333134,GAME,SPEAKER2 ,11,4.75156070289382
84,592.06,Child,1.7632241813601894,GAME,SPEAKER2 ,13,2.17250627105574
85,589.39,Parent,0.7125890736341981,GAME,SPEAKER2 ,28,4.760826630813328
