,Word,Start,End,Length,UtteranceName,Speaker,Filename,Global_start,Global_end
0,pas,32.14,32.46,0.3200000000000003,86_Adult1_AA-GD-DD,Adult1,AA-GD-DD,116.14,116.46000000000001
0,sera,32.05,32.14,0.09000000000000341,86_Adult1_AA-GD-DD,Adult1,AA-GD-DD,116.05,116.14
0,connexion,31.27,31.96,0.6900000000000013,86_Adult1_AA-GD-DD,Adult1,AA-GD-DD,115.27,115.96000000000001
0,la,31.21,31.27,0.05999999999999872,86_Adult1_AA-GD-DD,Adult1,AA-GD-DD,115.21000000000001,115.27
0,que,31.16,31.21,0.05000000000000071,86_Adult1_AA-GD-DD,Adult1,AA-GD-DD,115.16,115.21000000000001
0,J'espère,30.83,31.16,0.33000000000000185,86_Adult1_AA-GD-DD,Adult1,AA-GD-DD,114.83,115.16
0,démarrer,30.46,30.83,0.36999999999999744,86_Adult1_AA-GD-DD,Adult1,AA-GD-DD,114.46000000000001,114.83
0,va,30.33,30.46,0.13000000000000256,86_Adult1_AA-GD-DD,Adult1,AA-GD-DD,114.33,114.46000000000001
0,on,30.0,30.04,0.03999999999999915,86_Adult1_AA-GD-DD,Adult1,AA-GD-DD,114.0,114.03999999999999
0,Bon,29.53,29.71,0.17999999999999972,86_Adult1_AA-GD-DD,Adult1,AA-GD-DD,113.53,113.71000000000001
0,histoire,24.52,24.74,0.21999999999999886,86_Adult1_AA-GD-DD,Adult1,AA-GD-DD,108.52,108.74
0,cette,24.37,24.52,0.14999999999999858,86_Adult1_AA-GD-DD,Adult1,AA-GD-DD,108.37,108.52
0,que,24.32,24.37,0.05000000000000071,86_Adult1_AA-GD-DD,Adult1,AA-GD-DD,108.32,108.37
0,sait,24.14,24.32,0.17999999999999972,86_Adult1_AA-GD-DD,Adult1,AA-GD-DD,108.14,108.32
0,que,24.11,24.14,0.030000000000001137,86_Adult1_AA-GD-DD,Adult1,AA-GD-DD,108.11,108.14
0,Qu'est-ce,23.47,24.11,0.6400000000000006,86_Adult1_AA-GD-DD,Adult1,AA-GD-DD,107.47,108.11
0,4G,23.41,23.47,0.05999999999999872,86_Adult1_AA-GD-DD,Adult1,AA-GD-DD,107.41,107.47
0,de,23.38,23.41,0.030000000000001137,86_Adult1_AA-GD-DD,Adult1,AA-GD-DD,107.38,107.41
0,pas,23.27,23.38,0.10999999999999943,86_Adult1_AA-GD-DD,Adult1,AA-GD-DD,107.27,107.38
0,j'ai,22.95,23.27,0.3200000000000003,86_Adult1_AA-GD-DD,Adult1,AA-GD-DD,106.95,107.27
0,pourquoi,22.5,22.95,0.4499999999999993,86_Adult1_AA-GD-DD,Adult1,AA-GD-DD,106.5,106.95
0,pas,22.36,22.5,0.14000000000000057,86_Adult1_AA-GD-DD,Adult1,AA-GD-DD,106.36,106.5
0,sais,21.07,21.21,0.14000000000000057,86_Adult1_AA-GD-DD,Adult1,AA-GD-DD,105.07,105.21000000000001
0,Je,11.6,11.63,0.030000000000001137,86_Adult1_AA-GD-DD,Adult1,AA-GD-DD,95.6,95.63
0,stable,11.18,11.41,0.23000000000000043,86_Adult1_AA-GD-DD,Adult1,AA-GD-DD,95.18,95.41
0,plus,10.97,11.18,0.20999999999999908,86_Adult1_AA-GD-DD,Adult1,AA-GD-DD,94.97,95.18
0,soit,8.12,8.21,0.09000000000000163,86_Adult1_AA-GD-DD,Adult1,AA-GD-DD,92.12,92.21000000000001
0,ce,8.05,8.12,0.06999999999999851,86_Adult1_AA-GD-DD,Adult1,AA-GD-DD,92.05,92.12
0,que,8.0,8.05,0.05000000000000071,86_Adult1_AA-GD-DD,Adult1,AA-GD-DD,92.0,92.05
0,pour,7.76,7.82,0.0600000000000005,86_Adult1_AA-GD-DD,Adult1,AA-GD-DD,91.76,91.82
0,4G,7.7,7.76,0.05999999999999961,86_Adult1_AA-GD-DD,Adult1,AA-GD-DD,91.7,91.76
0,en,7.64,7.7,0.0600000000000005,86_Adult1_AA-GD-DD,Adult1,AA-GD-DD,91.64,91.7
0,partage,7.19,7.53,0.33999999999999986,86_Adult1_AA-GD-DD,Adult1,AA-GD-DD,91.19,91.53
0,un,7.01,7.19,0.1800000000000006,86_Adult1_AA-GD-DD,Adult1,AA-GD-DD,91.01,91.19
0,aussi,6.31,6.62,0.3100000000000005,86_Adult1_AA-GD-DD,Adult1,AA-GD-DD,90.31,90.62
0,faire,5.99,6.08,0.08999999999999986,86_Adult1_AA-GD-DD,Adult1,AA-GD-DD,89.99,90.08
0,peut-être,5.42,5.86,0.4400000000000004,86_Adult1_AA-GD-DD,Adult1,AA-GD-DD,89.42,89.86
0,vais,4.16,5.37,1.21,86_Adult1_AA-GD-DD,Adult1,AA-GD-DD,88.16,89.37
0,Je,3.21,3.24,0.03000000000000025,86_Adult1_AA-GD-DD,Adult1,AA-GD-DD,87.21,87.24
0,instable,1.7,2.2,0.5000000000000002,86_Adult1_AA-GD-DD,Adult1,AA-GD-DD,85.7,86.2
0,est,1.67,1.7,0.030000000000000027,86_Adult1_AA-GD-DD,Adult1,AA-GD-DD,85.67,85.7
0,Connexion,0.95,1.67,0.72,86_Adult1_AA-GD-DD,Adult1,AA-GD-DD,84.95,85.67
0,religieuse,4.13,4.38,0.25,86_Adult1_AA-AN-DL,Adult1,AA-AN-DL,697.13,697.38
0,destination,3.81,4.13,0.31999999999999984,86_Adult1_AA-AN-DL,Adult1,AA-AN-DL,696.81,697.13
0,une,3.32,3.41,0.0900000000000003,86_Adult1_AA-AN-DL,Adult1,AA-AN-DL,696.32,696.41
0,pas,3.24,3.32,0.07999999999999963,86_Adult1_AA-AN-DL,Adult1,AA-AN-DL,696.24,696.32
0,n'est,3.1,3.24,0.14000000000000012,86_Adult1_AA-AN-DL,Adult1,AA-AN-DL,696.1,696.24
0,ce,3.05,3.1,0.050000000000000266,86_Adult1_AA-AN-DL,Adult1,AA-AN-DL,696.05,696.1
0,Et,3.02,3.05,0.029999999999999805,86_Adult1_AA-AN-DL,Adult1,AA-AN-DL,696.02,696.05
0,même,2.75,2.84,0.08999999999999986,86_Adult1_AA-AN-DL,Adult1,AA-AN-DL,695.75,695.84
0,quand,2.41,2.75,0.33999999999999986,86_Adult1_AA-AN-DL,Adult1,AA-AN-DL,695.41,695.75
0,petit,2.16,2.41,0.25,86_Adult1_AA-AN-DL,Adult1,AA-AN-DL,695.16,695.41
0,plus,2.06,2.16,0.10000000000000009,86_Adult1_AA-AN-DL,Adult1,AA-AN-DL,695.06,695.16
0,c'est,1.78,2.06,0.28,86_Adult1_AA-AN-DL,Adult1,AA-AN-DL,694.78,695.06
0,Non,1.53,1.78,0.25,86_Adult1_AA-AN-DL,Adult1,AA-AN-DL,694.53,694.78
0,moi,5.81,6.0,0.1900000000000004,85_Parent_CA-XA-LA,Parent,CA-XA-LA,641.81,642.0
0,à,2.11,2.15,0.040000000000000036,85_Parent_CA-XA-LA,Parent,CA-XA-LA,638.11,638.15
0,chambre,0.79,1.43,0.6399999999999999,85_Parent_CA-XA-LA,Parent,CA-XA-LA,636.79,637.43
0,ma,0.6,0.79,0.19000000000000006,85_Parent_CA-XA-LA,Parent,CA-XA-LA,636.6,636.79
0,dans,0.49,0.6,0.10999999999999999,85_Parent_CA-XA-LA,Parent,CA-XA-LA,636.49,636.6
0,a,0.45,0.49,0.03999999999999998,85_Parent_CA-XA-LA,Parent,CA-XA-LA,636.45,636.49
0,en,0.41,0.45,0.040000000000000036,85_Parent_CA-XA-LA,Parent,CA-XA-LA,636.41,636.45
0,y,0.37,0.41,0.03999999999999998,85_Parent_CA-XA-LA,Parent,CA-XA-LA,636.37,636.41
0,qu'il,0.27,0.37,0.09999999999999998,85_Parent_CA-XA-LA,Parent,CA-XA-LA,636.27,636.37
0,Est-ce,0.14,0.27,0.13,85_Parent_CA-XA-LA,Parent,CA-XA-LA,636.14,636.27
0,électrique,1.17,1.66,0.49,85_Parent_CA-MD-GD,Parent,CA-MD-GD,628.17,628.66
0,objet,0.87,1.17,0.29999999999999993,85_Parent_CA-MD-GD,Parent,CA-MD-GD,627.87,628.17
0,un,0.81,0.87,0.05999999999999994,85_Parent_CA-MD-GD,Parent,CA-MD-GD,627.81,627.87
0,c'est,0.6,0.81,0.21000000000000008,85_Parent_CA-MD-GD,Parent,CA-MD-GD,627.6,627.81
0,que,0.37,0.45,0.08000000000000002,85_Parent_CA-MD-GD,Parent,CA-MD-GD,627.37,627.45
0,Est-ce,0.21,0.37,0.16,85_Parent_CA-MD-GD,Parent,CA-MD-GD,627.21,627.37
0,chat,7.91,8.04,0.129999999999999,85_Parent_CA-MB-LB,Parent,CA-MB-LB,796.91,797.04
0,au,7.67,7.91,0.2400000000000002,85_Parent_CA-MB-LB,Parent,CA-MB-LB,796.67,796.91
0,langue,2.69,2.81,0.1200000000000001,85_Parent_CA-MB-LB,Parent,CA-MB-LB,791.69,791.81
0,ma,2.39,2.62,0.22999999999999998,85_Parent_CA-MB-LB,Parent,CA-MB-LB,791.39,791.62
0,donne,2.2,2.39,0.18999999999999995,85_Parent_CA-MB-LB,Parent,CA-MB-LB,791.2,791.39
0,je,2.095,2.2,0.10499999999999998,85_Parent_CA-MB-LB,Parent,CA-MB-LB,791.095,791.2
0,chat,1.87,2.095,0.2250000000000001,85_Parent_CA-MB-LB,Parent,CA-MB-LB,790.87,791.095
0,au,1.78,1.87,0.09000000000000008,85_Parent_CA-MB-LB,Parent,CA-MB-LB,790.78,790.87
0,langue,1.58,1.78,0.19999999999999996,85_Parent_CA-MB-LB,Parent,CA-MB-LB,790.58,790.78
0,ma,1.47,1.58,0.1100000000000001,85_Parent_CA-MB-LB,Parent,CA-MB-LB,790.47,790.58
0,donne,1.32,1.47,0.1499999999999999,85_Parent_CA-MB-LB,Parent,CA-MB-LB,790.32,790.47
0,te,1.2,1.32,0.1200000000000001,85_Parent_CA-MB-LB,Parent,CA-MB-LB,790.2,790.32
0,je,0.58,0.84,0.26,85_Parent_CA-MB-LB,Parent,CA-MB-LB,789.58,789.84
0,te,0.47,0.58,0.10999999999999999,85_Parent_CA-MB-LB,Parent,CA-MB-LB,789.47,789.58
0,je,0.3,0.47,0.16999999999999998,85_Parent_CA-MB-LB,Parent,CA-MB-LB,789.3,789.47
0,écoute,0.19,0.3,0.10999999999999999,85_Parent_CA-MB-LB,Parent,CA-MB-LB,789.19,789.3
0,ben,0.09,0.19,0.1,85_Parent_CA-MB-LB,Parent,CA-MB-LB,789.09,789.19
0,Bon,0.0,0.09,0.09,85_Parent_CA-MB-LB,Parent,CA-MB-LB,789.0,789.09
0,partie,4.8,5.29,0.4900000000000002,85_Parent_CA-LJ-MJ,Parent,CA-LJ-MJ,793.8,794.29
0,une,4.7,4.8,0.09999999999999964,85_Parent_CA-LJ-MJ,Parent,CA-LJ-MJ,793.7,793.8
0,mange,4.48,4.7,0.21999999999999975,85_Parent_CA-LJ-MJ,Parent,CA-LJ-MJ,793.48,793.7
0,on,4.41,4.48,0.07000000000000028,85_Parent_CA-LJ-MJ,Parent,CA-LJ-MJ,793.41,793.48
0,dont,4.22,4.41,0.1900000000000004,85_Parent_CA-LJ-MJ,Parent,CA-LJ-MJ,793.22,793.41
0,plante,3.9,4.22,0.31999999999999984,85_Parent_CA-LJ-MJ,Parent,CA-LJ-MJ,792.9,793.22
0,une,3.68,3.9,0.21999999999999975,85_Parent_CA-LJ-MJ,Parent,CA-LJ-MJ,792.68,792.9
0,c'est,3.38,3.68,0.30000000000000027,85_Parent_CA-LJ-MJ,Parent,CA-LJ-MJ,792.38,792.68
0,fait,3.19,3.38,0.18999999999999995,85_Parent_CA-LJ-MJ,Parent,CA-LJ-MJ,792.19,792.38
0,En,3.12,3.19,0.06999999999999984,85_Parent_CA-LJ-MJ,Parent,CA-LJ-MJ,792.12,792.19
0,région,1.44,2.13,0.69,85_Parent_CA-LJ-MJ,Parent,CA-LJ-MJ,790.44,791.13
0,la,1.33,1.44,0.10999999999999988,85_Parent_CA-LJ-MJ,Parent,CA-LJ-MJ,790.33,790.44
0,dans,1.2,1.33,0.13000000000000012,85_Parent_CA-LJ-MJ,Parent,CA-LJ-MJ,790.2,790.33
0,ici,0.88,1.2,0.31999999999999995,85_Parent_CA-LJ-MJ,Parent,CA-LJ-MJ,789.88,790.2
0,mal,0.71,0.88,0.17000000000000004,85_Parent_CA-LJ-MJ,Parent,CA-LJ-MJ,789.71,789.88
0,pas,0.57,0.71,0.14,85_Parent_CA-LJ-MJ,Parent,CA-LJ-MJ,789.57,789.71
0,a,0.51,0.57,0.05999999999999994,85_Parent_CA-LJ-MJ,Parent,CA-LJ-MJ,789.51,789.57
0,y'en,0.36,0.51,0.15000000000000002,85_Parent_CA-LJ-MJ,Parent,CA-LJ-MJ,789.36,789.51
0,Oh,0.21,0.36,0.15,85_Parent_CA-LJ-MJ,Parent,CA-LJ-MJ,789.21,789.36
0,quoi,0.22,0.41,0.18999999999999997,85_Parent_CA-JL-JT,Parent,CA-JL-JT,701.22,701.41
0,Non,0.1,0.22,0.12,85_Parent_CA-JL-JT,Parent,CA-JL-JT,701.1,701.22
0,Non,0.09,0.29,0.19999999999999998,85_Parent_CA-FB-MG,Parent,CA-FB-MG,543.09,543.29
0,remember,2.815,3.34,0.5249999999999999,85_Parent_CA-BO-IO,Parent,CA-BO-IO,816.815,817.34
0,sea,2.37,2.815,0.44499999999999984,85_Parent_CA-BO-IO,Parent,CA-BO-IO,816.37,816.815
0,the,2.27,2.37,0.10000000000000009,85_Parent_CA-BO-IO,Parent,CA-BO-IO,816.27,816.37
0,in,2.18,2.27,0.08999999999999986,85_Parent_CA-BO-IO,Parent,CA-BO-IO,816.18,816.27
0,not,1.86,2.18,0.32000000000000006,85_Parent_CA-BO-IO,Parent,CA-BO-IO,815.86,816.18
0,it's,1.65,1.86,0.2100000000000002,85_Parent_CA-BO-IO,Parent,CA-BO-IO,815.65,815.86
0,not,0.59,1.14,0.5499999999999999,85_Parent_CA-BO-IO,Parent,CA-BO-IO,814.59,815.14
0,It's,0.0,0.19,0.19,85_Parent_CA-BO-IO,Parent,CA-BO-IO,814.0,814.19
0,avis,18.54,19.0,0.46000000000000085,85_Parent_CA-AN-ZN,Parent,CA-AN-ZN,874.54,875.0
0,ton,12.18,12.43,0.25,85_Parent_CA-AN-ZN,Parent,CA-AN-ZN,868.18,868.43
0,à,11.98,12.05,0.07000000000000028,85_Parent_CA-AN-ZN,Parent,CA-AN-ZN,867.98,868.05
0,pas,11.3,11.98,0.6799999999999997,85_Parent_CA-AN-ZN,Parent,CA-AN-ZN,867.3,867.98
0,ou,10.68,10.77,0.08999999999999986,85_Parent_CA-AN-ZN,Parent,CA-AN-ZN,866.68,866.77
0,difficile,9.09,9.32,0.23000000000000043,85_Parent_CA-AN-ZN,Parent,CA-AN-ZN,865.09,865.32
0,mot,6.04,7.35,1.3099999999999996,85_Parent_CA-AN-ZN,Parent,CA-AN-ZN,862.04,863.35
0,de,4.66,4.8,0.13999999999999968,85_Parent_CA-AN-ZN,Parent,CA-AN-ZN,860.66,860.8
0,exemple,3.25,4.25,1.0,85_Parent_CA-AN-ZN,Parent,CA-AN-ZN,859.25,860.25
0,un,2.38,2.95,0.5700000000000003,85_Parent_CA-AN-ZN,Parent,CA-AN-ZN,858.38,858.95
0,ferait,1.82,2.38,0.5599999999999998,85_Parent_CA-AN-ZN,Parent,CA-AN-ZN,857.82,858.38
0,ça,1.62,1.73,0.10999999999999988,85_Parent_CA-AN-ZN,Parent,CA-AN-ZN,857.62,857.73
0,penses,1.42,1.62,0.20000000000000018,85_Parent_CA-AN-ZN,Parent,CA-AN-ZN,857.42,857.62
0,t'en,0.89,1.15,0.2599999999999999,85_Parent_CA-AN-ZN,Parent,CA-AN-ZN,856.89,857.15
0,que,0.76,0.89,0.13,85_Parent_CA-AN-ZN,Parent,CA-AN-ZN,856.76,856.89
0,Qu'est-ce,0.31,0.76,0.45,85_Parent_CA-AN-ZN,Parent,CA-AN-ZN,856.31,856.76
0,partager,1.75,2.27,0.52,85_Child_CA-RL-ML,Child,CA-RL-ML,842.75,843.27
0,se,1.66,1.75,0.09000000000000008,85_Child_CA-RL-ML,Child,CA-RL-ML,842.66,842.75
0,de,1.63,1.66,0.030000000000000027,85_Child_CA-RL-ML,Child,CA-RL-ML,842.63,842.66
0,droit,1.46,1.63,0.16999999999999993,85_Child_CA-RL-ML,Child,CA-RL-ML,842.46,842.63
0,le,1.43,1.46,0.030000000000000027,85_Child_CA-RL-ML,Child,CA-RL-ML,842.43,842.46
0,a,1.34,1.43,0.08999999999999986,85_Child_CA-RL-ML,Child,CA-RL-ML,842.34,842.43
0,on,1.26,1.34,0.08000000000000007,85_Child_CA-RL-ML,Child,CA-RL-ML,842.26,842.34
0,oui,1.09,1.26,0.16999999999999993,85_Child_CA-RL-ML,Child,CA-RL-ML,842.09,842.26
0,sinon,0.73,1.09,0.3600000000000001,85_Child_CA-RL-ML,Child,CA-RL-ML,841.73,842.09
0,Mais,0.6,0.73,0.13,85_Child_CA-RL-ML,Child,CA-RL-ML,841.6,841.73
0,vivant,7.58,7.9,0.3200000000000003,85_Child_CA-LD-GD,Child,CA-LD-GD,839.58,839.9
0,être,5.89,6.14,0.25,85_Child_CA-LD-GD,Child,CA-LD-GD,837.89,838.14
0,peut,5.36,5.62,0.2599999999999998,85_Child_CA-LD-GD,Child,CA-LD-GD,837.36,837.62
0,ça,5.07,5.36,0.29000000000000004,85_Child_CA-LD-GD,Child,CA-LD-GD,837.07,837.36
0,animal,1.53,2.21,0.6799999999999999,85_Child_CA-LD-GD,Child,CA-LD-GD,833.53,834.21
0,Un,0.08,0.38,0.3,85_Child_CA-LD-GD,Child,CA-LD-GD,832.08,832.38
0,partout,9.2,9.86,0.6600000000000001,85_Adult2_AA-ML-MP,Adult2,AA-ML-MP,124.2,124.86
0,peu,5.7,5.91,0.20999999999999996,85_Adult2_AA-ML-MP,Adult2,AA-ML-MP,120.7,120.91
0,un,5.16,5.61,0.4500000000000002,85_Adult2_AA-ML-MP,Adult2,AA-ML-MP,120.16,120.61
0,traîne,4.71,5.16,0.4500000000000002,85_Adult2_AA-ML-MP,Adult2,AA-ML-MP,119.71,120.16
0,ça,4.25,4.71,0.45999999999999996,85_Adult2_AA-ML-MP,Adult2,AA-ML-MP,119.25,119.71
0,ou,4.06,4.25,0.1900000000000004,85_Adult2_AA-ML-MP,Adult2,AA-ML-MP,119.06,119.25
0,particulière,3.27,4.06,0.7899999999999996,85_Adult2_AA-ML-MP,Adult2,AA-ML-MP,118.27,119.06
0,euh,2.5,2.56,0.06000000000000005,85_Adult2_AA-ML-MP,Adult2,AA-ML-MP,117.5,117.56
0,pièce,1.87,2.3,0.4299999999999997,85_Adult2_AA-ML-MP,Adult2,AA-ML-MP,116.87,117.3
0,une,1.77,1.87,0.10000000000000009,85_Adult2_AA-ML-MP,Adult2,AA-ML-MP,116.77,116.87
0,dans,1.53,1.77,0.24,85_Adult2_AA-ML-MP,Adult2,AA-ML-MP,116.53,116.77
0,range,1.39,1.53,0.14000000000000012,85_Adult2_AA-ML-MP,Adult2,AA-ML-MP,116.39,116.53
0,qu'on,1.25,1.39,0.1399999999999999,85_Adult2_AA-ML-MP,Adult2,AA-ML-MP,116.25,116.39
0,chose,1.11,1.25,0.1399999999999999,85_Adult2_AA-ML-MP,Adult2,AA-ML-MP,116.11,116.25
0,quelque,0.7,1.11,0.41000000000000014,85_Adult2_AA-ML-MP,Adult2,AA-ML-MP,115.7,116.11
0,c'est,0.59,0.7,0.10999999999999999,85_Adult2_AA-ML-MP,Adult2,AA-ML-MP,115.59,115.7
0,que,0.46,0.59,0.12999999999999995,85_Adult2_AA-ML-MP,Adult2,AA-ML-MP,115.46,115.59
0,est-ce,0.3,0.46,0.16000000000000003,85_Adult2_AA-ML-MP,Adult2,AA-ML-MP,115.3,115.46
0,différentes,4.97,5.41,0.4400000000000004,85_Adult2_AA-MG-CH,Adult2,AA-MG-CH,115.97,116.41
0,pièces,4.71,4.97,0.2599999999999998,85_Adult2_AA-MG-CH,Adult2,AA-MG-CH,115.71,115.97
0,plusieurs,4.37,4.71,0.33999999999999986,85_Adult2_AA-MG-CH,Adult2,AA-MG-CH,115.37,115.71
0,dans,4.28,4.37,0.08999999999999986,85_Adult2_AA-MG-CH,Adult2,AA-MG-CH,115.28,115.37
0,avoir,4.11,4.28,0.16999999999999993,85_Adult2_AA-MG-CH,Adult2,AA-MG-CH,115.11,115.28
0,l,4.08,4.11,0.03000000000000025,85_Adult2_AA-MG-CH,Adult2,AA-MG-CH,115.08,115.11
0,peut,3.94,4.08,0.14000000000000012,85_Adult2_AA-MG-CH,Adult2,AA-MG-CH,114.94,115.08
0,qu'on,3.87,3.94,0.06999999999999984,85_Adult2_AA-MG-CH,Adult2,AA-MG-CH,114.87,114.94
0,ce,3.84,3.87,0.03000000000000025,85_Adult2_AA-MG-CH,Adult2,AA-MG-CH,114.84,114.87
0,est,3.73,3.84,0.10999999999999988,85_Adult2_AA-MG-CH,Adult2,AA-MG-CH,114.73,114.84
0,Ou,3.64,3.73,0.08999999999999986,85_Adult2_AA-MG-CH,Adult2,AA-MG-CH,114.64,114.73
0,pièce,3.31,3.64,0.33000000000000007,85_Adult2_AA-MG-CH,Adult2,AA-MG-CH,114.31,114.64
0,une,3.21,3.31,0.10000000000000009,85_Adult2_AA-MG-CH,Adult2,AA-MG-CH,114.21,114.31
0,dans,3.04,3.21,0.16999999999999993,85_Adult2_AA-MG-CH,Adult2,AA-MG-CH,114.04,114.21
0,que,3.0,3.04,0.040000000000000036,85_Adult2_AA-MG-CH,Adult2,AA-MG-CH,114.0,114.04
0,vraiment,2.545,3.0,0.45500000000000007,85_Adult2_AA-MG-CH,Adult2,AA-MG-CH,113.545,114.0
0,trouve,2.16,2.545,0.3849999999999998,85_Adult2_AA-MG-CH,Adult2,AA-MG-CH,113.16,113.545
0,se,2.12,2.16,0.040000000000000036,85_Adult2_AA-MG-CH,Adult2,AA-MG-CH,113.12,113.16
0,Il,1.57,1.6,0.030000000000000027,85_Adult2_AA-MG-CH,Adult2,AA-MG-CH,112.57,112.6
0,peut,1.47,1.57,0.10000000000000009,85_Adult2_AA-MG-CH,Adult2,AA-MG-CH,112.47,112.57
0,il,1.43,1.47,0.040000000000000036,85_Adult2_AA-MG-CH,Adult2,AA-MG-CH,112.43,112.47
0,Donc,1.18,1.43,0.25,85_Adult2_AA-MG-CH,Adult2,AA-MG-CH,112.18,112.43
0,red,2.62,2.77,0.1499999999999999,85_Adult2_AA-BO-CM,Adult2,AA-BO-CM,937.62,937.77
0,it,2.22,2.62,0.3999999999999999,85_Adult2_AA-BO-CM,Adult2,AA-BO-CM,937.22,937.62
0,Is,1.08,1.15,0.06999999999999984,85_Adult2_AA-BO-CM,Adult2,AA-BO-CM,936.08,936.15
0,sur,10.29,10.54,0.25,85_Adult1_AA-XA-EH,Adult1,AA-XA-EH,648.29,648.54
0,parti,10.14,10.29,0.14999999999999858,85_Adult1_AA-XA-EH,Adult1,AA-XA-EH,648.14,648.29
0,suis,9.44,9.55,0.11000000000000121,85_Adult1_AA-XA-EH,Adult1,AA-XA-EH,647.44,647.55
0,je,9.39,9.44,0.049999999999998934,85_Adult1_AA-XA-EH,Adult1,AA-XA-EH,647.39,647.44
0,moi,9.09,9.26,0.16999999999999993,85_Adult1_AA-XA-EH,Adult1,AA-XA-EH,647.09,647.26
0,objet,8.8,9.09,0.28999999999999915,85_Adult1_AA-XA-EH,Adult1,AA-XA-EH,646.8,647.09
0,un,8.64,8.8,0.16000000000000014,85_Adult1_AA-XA-EH,Adult1,AA-XA-EH,646.64,646.8
0,pas,8.56,8.64,0.08000000000000007,85_Adult1_AA-XA-EH,Adult1,AA-XA-EH,646.56,646.64
0,c'est,8.365,8.56,0.19500000000000028,85_Adult1_AA-XA-EH,Adult1,AA-XA-EH,646.365,646.56
0,dit,8.29,8.365,0.07500000000000107,85_Adult1_AA-XA-EH,Adult1,AA-XA-EH,646.29,646.365
0,a,8.23,8.29,0.05999999999999872,85_Adult1_AA-XA-EH,Adult1,AA-XA-EH,646.23,646.29
0,on,8.19,8.23,0.040000000000000924,85_Adult1_AA-XA-EH,Adult1,AA-XA-EH,646.19,646.23
0,quand,8.07,8.19,0.11999999999999922,85_Adult1_AA-XA-EH,Adult1,AA-XA-EH,646.07,646.19
0,euh,7.22,7.25,0.03000000000000025,85_Adult1_AA-XA-EH,Adult1,AA-XA-EH,645.22,645.25
0,objet,6.6,6.9,0.3000000000000007,85_Adult1_AA-XA-EH,Adult1,AA-XA-EH,644.6,644.9
0,animal,6.24,6.6,0.35999999999999943,85_Adult1_AA-XA-EH,Adult1,AA-XA-EH,644.24,644.6
0,l,6.185,6.24,0.055000000000000604,85_Adult1_AA-XA-EH,Adult1,AA-XA-EH,644.185,644.24
0,sur,6.1,6.185,0.08499999999999996,85_Adult1_AA-XA-EH,Adult1,AA-XA-EH,644.1,644.185
0,la,5.39,5.45,0.0600000000000005,85_Adult1_AA-XA-EH,Adult1,AA-XA-EH,643.39,643.45
0,entendu,4.75,5.39,0.6399999999999997,85_Adult1_AA-XA-EH,Adult1,AA-XA-EH,642.75,643.39
0,mal,4.61,4.75,0.13999999999999968,85_Adult1_AA-XA-EH,Adult1,AA-XA-EH,642.61,642.75
0,un,4.31,4.38,0.07000000000000028,85_Adult1_AA-XA-EH,Adult1,AA-XA-EH,642.31,642.38
0,avait,3.7,4.31,0.6099999999999994,85_Adult1_AA-XA-EH,Adult1,AA-XA-EH,641.7,642.31
0,y,3.67,3.7,0.03000000000000025,85_Adult1_AA-XA-EH,Adult1,AA-XA-EH,641.67,641.7
0,il,3.2,3.23,0.029999999999999805,85_Adult1_AA-XA-EH,Adult1,AA-XA-EH,641.2,641.23
0,animal,2.21,2.55,0.33999999999999986,85_Adult1_AA-XA-EH,Adult1,AA-XA-EH,640.21,640.55
0,d,2.17,2.21,0.040000000000000036,85_Adult1_AA-XA-EH,Adult1,AA-XA-EH,640.17,640.21
0,côté,1.79,2.17,0.3799999999999999,85_Adult1_AA-XA-EH,Adult1,AA-XA-EH,639.79,640.17
0,le,1.71,1.79,0.08000000000000007,85_Adult1_AA-XA-EH,Adult1,AA-XA-EH,639.71,639.79
0,c'est,1.365,1.71,0.345,85_Adult1_AA-XA-EH,Adult1,AA-XA-EH,639.365,639.71
0,mais,1.26,1.365,0.10499999999999998,85_Adult1_AA-XA-EH,Adult1,AA-XA-EH,639.26,639.365
0,c'est,1.09,1.26,0.16999999999999993,85_Adult1_AA-XA-EH,Adult1,AA-XA-EH,639.09,639.26
0,C'est,0.81,1.09,0.28,85_Adult1_AA-XA-EH,Adult1,AA-XA-EH,638.81,639.09
0,grand,5.9,6.04,0.13999999999999968,85_Adult1_AA-MJ-CJ,Adult1,AA-MJ-CJ,684.9,685.04
0,être,5.53,5.9,0.3700000000000001,85_Adult1_AA-MJ-CJ,Adult1,AA-MJ-CJ,684.53,684.9
0,peut,5.375,5.48,0.10500000000000043,85_Adult1_AA-MJ-CJ,Adult1,AA-MJ-CJ,684.375,684.48
0,qui,5.3,5.375,0.07500000000000018,85_Adult1_AA-MJ-CJ,Adult1,AA-MJ-CJ,684.3,684.375
0,chose,4.71,4.82,0.11000000000000032,85_Adult1_AA-MJ-CJ,Adult1,AA-MJ-CJ,683.71,683.82
0,quelque,4.44,4.59,0.14999999999999947,85_Adult1_AA-MJ-CJ,Adult1,AA-MJ-CJ,683.44,683.59
0,c'est,4.38,4.44,0.0600000000000005,85_Adult1_AA-MJ-CJ,Adult1,AA-MJ-CJ,683.38,683.44
0,mais,4.3,4.38,0.08000000000000007,85_Adult1_AA-MJ-CJ,Adult1,AA-MJ-CJ,683.3,683.38
